8717,0,12.6,2.7
8717,0,6.3,-2.7
8717,0,20.0,10.2
8717,0,10.5,-4.1
8717,0,14.7,10.2
8717,0,14.7,-12.2
8717,0,18.9,17.0
8717,0,16.8,-11.6
8717,0,12.6,10.9
8717,0,9.5,2.0
8717,0,17.8,0.0
8717,0,2.1,5.4
8717,0,8.4,-7.5
8717,0,26.2,12.9
8717,0,12.6,2.0
8717,0,5.2,0.7
8717,0,12.6,4.8
8717,0,26.2,-0.7
8717,0,14.7,10.9
8717,0,11.5,-5.4
8717,0,11.5,11.6
8717,0,21.0,10.2
8717,0,11.5,-2.7
8717,0,15.8,-1.4
8717,0,22.0,1.4
8717,0,5.2,-6.1
8717,0,18.9,-9.5
8717,0,10.5,8.8
8717,0,3.1,-4.1
8717,0,28.3,0.0
8717,0,26.2,-6.8
8717,0,11.5,-11.6
8717,0,21.0,10.2
8717,0,9.5,-2.0
8717,0,23.1,2.7
8717,0,10.5,-1.4
8717,0,11.5,0.0
8717,0,23.1,-4.8
8717,0,12.6,-2.0
8717,0,10.5,-8.2
8717,0,15.8,15.6
8717,0,8.4,17.0
8717,0,13.6,8.8
8717,0,32.5,2.0
8717,0,11.5,13.6
8717,0,26.2,3.4
8717,0,26.2,-4.8
8717,0,21.0,-8.8
8717,0,26.2,9.5
8717,0,4.2,-5.4
8717,0,9.5,-17.7
8717,0,24.1,7.5
8717,0,9.5,8.8
8717,0,11.5,12.9
8717,0,26.2,-8.2
8717,0,6.3,6.1
8717,0,12.6,-11.6
8717,0,12.6,-6.8
8717,0,8.4,-0.7
8717,0,7.3,3.4
8717,0,10.5,-6.1
8717,0,24.1,8.8
8717,0,4.2,0.7
8717,0,25.2,-3.4
8717,0,22.0,4.8
8717,0,13.6,9.5
8717,0,3.1,4.1
8717,0,16.8,-2.0
8717,0,11.5,-4.1
8717,0,25.2,3.4
8717,0,17.8,-1.4
8717,0,18.9,-9.5
8717,0,12.6,-4.1
8717,0,10.5,-4.8
8717,0,32.5,11.6
8717,0,26.2,6.1
8717,0,6.3,-0.7
8717,0,24.1,-1.4
8717,0,8.4,12.9
8717,0,12.6,-8.8
8717,0,24.1,-4.1
8717,0,20.0,11.6
8717,0,7.3,-9.5
8717,0,9.5,0.0
8717,0,11.5,7.5
8717,0,31.5,6.8
8717,0,15.8,-9.5
8717,0,30.5,-3.4
8717,0,12.6,-10.9
8717,0,5.2,-12.2
8717,0,27.3,13.6
8717,0,11.5,-12.9
8717,0,8.4,8.2
8717,1,6.3,-4.1
8717,1,16.8,-2.0
8717,1,14.7,-6.1
8717,1,7.3,2.0
8717,1,9.5,-3.4
8717,1,11.5,7.5
8717,1,12.6,6.1
8717,1,14.7,9.5
8717,1,3.1,0.0
8717,1,4.2,0.7
8717,1,6.3,5.4
8717,1,7.3,0.0
8717,1,9.5,-3.4
8717,1,12.6,-8.8
8717,1,11.5,13.6
8717,1,8.4,-4.8
8717,1,7.3,-8.2
8717,1,6.3,-12.2
8717,1,22.0,-23.8
8717,1,8.4,1.4
8717,1,9.5,-2.7
8717,1,14.7,2.0
8717,1,2.1,0.0
8717,1,6.3,1.4
8717,1,9.5,-8.2
8717,1,23.1,0.7
8717,1,8.4,-1.4
8717,2,9.5,-6.8
8717,2,24.1,1.4
8717,2,25.2,0.7
8717,2,5.2,-9.5
8717,2,11.5,3.4
8717,2,22.0,12.9
8717,2,12.6,15.0
8717,2,11.5,0.0
8717,2,18.9,0.0
8717,2,4.2,8.8
8717,2,14.7,-0.7
8717,2,11.5,11.6
8717,2,13.6,-1.4
8717,2,14.7,2.7
8717,2,7.3,8.8
8717,2,11.5,16.3
8717,2,8.4,-4.8
8717,2,7.3,-9.5
8717,2,5.2,8.8
8717,2,4.2,6.1
8717,2,23.1,-1.4
8717,2,11.5,-3.4
8717,2,18.9,7.5
8717,2,6.3,-5.4
8717,2,13.6,-10.9
8717,2,22.0,-19.0
8717,2,10.5,4.1
8717,2,11.5,1.4
8717,2,26.2,19.7
8717,2,26.2,-6.1
8717,2,18.9,14.3
8717,2,21.0,10.2
8717,2,27.3,8.2
8717,2,13.6,-3.4
8717,2,25.2,-6.8
8717,2,4.2,1.4
8717,2,10.5,-6.1
8717,2,10.5,4.1
8717,2,9.5,-6.1
8717,2,10.5,-0.7
8717,2,13.6,0.0
8717,2,9.5,6.1
7922,0,11.5,6.1
7922,0,4.2,0.0
7922,0,6.3,-8.2
7922,0,6.3,-5.4
7922,0,3.1,-6.8
7922,0,12.6,-5.4
7922,1,8.4,5.4
7922,1,5.2,-3.4
7922,1,6.3,-2.7
7922,1,2.1,-4.8
7922,2,9.5,5.4
7922,2,9.5,6.1
25553,0,18.9,-10.9
25553,0,24.1,-2.7
25553,0,31.5,-6.1
25553,0,25.2,-15.0
25553,0,10.5,-12.9
25553,0,28.3,-12.2
25553,0,27.3,2.7
25553,0,3.1,6.1
25553,0,26.2,-17.0
25553,1,9.5,8.2
25553,1,5.2,-2.7
25553,2,14.7,-18.4
5911,0,21.0,10.2
5911,0,17.8,3.4
5911,0,18.9,10.2
5911,0,9.5,4.8
5911,0,9.5,-4.1
5911,0,15.8,5.4
5911,0,5.2,3.4
5911,0,21.0,8.8
5911,2,24.1,6.1
36,0,10.5,-3.4
36,0,12.6,14.3
36,0,16.8,-7.5
36,0,29.4,-17.7
36,0,10.5,11.6
36,0,27.3,7.5
36,0,17.8,-13.6
36,0,8.4,-1.4
36,0,32.5,-26.5
36,2,25.2,3.4
134502,0,28.3,11.6
134502,0,9.5,15.0
134502,0,33.6,17.0
70083,0,25.2,2.7
70083,0,12.6,10.9
70083,0,29.4,0.7
70083,0,25.2,2.0
70083,0,26.2,12.2
70083,0,21.0,14.3
70083,0,29.4,16.3
70083,0,13.6,0.0
70083,0,21.0,-9.5
70083,0,23.1,-11.6
70083,0,21.0,-15.6
70083,1,23.1,9.5
70083,1,11.5,10.9
70083,1,14.7,-0.7
70083,2,29.4,2.0
70083,2,25.2,12.9
70083,2,5.2,-10.9
70083,2,7.3,-11.6
68085,0,5.2,-4.1
68085,0,9.5,-1.4
68085,0,12.6,8.2
68085,0,11.5,12.9
68085,0,13.6,6.1
68085,1,6.3,-5.4
68085,1,7.3,2.7
68085,2,11.5,-4.8
68085,2,7.3,3.4
68085,2,10.5,-8.2
212651,0,13.6,-2.0
212651,0,31.5,8.2
7964,0,24.1,-15.6
7964,0,18.9,10.2
7964,0,25.2,10.2
7964,0,25.2,-10.9
7964,0,30.5,-7.5
7964,0,24.1,-4.8
7964,0,7.3,-10.2
7964,0,15.8,-4.8
7964,0,26.2,-9.5
7964,0,26.2,-2.0
7964,0,11.5,2.7
7964,1,15.8,6.1
7964,2,29.4,-4.8
7964,2,26.2,13.6
397168,0,14.7,-15.6
397168,0,26.2,-10.2
397168,0,30.5,-0.7
397168,0,23.1,-12.9
397168,0,24.1,-4.1
397168,0,28.3,-4.8
397168,0,27.3,-16.3
397168,0,14.7,-7.5
49971,0,12.6,-10.2
49971,0,21.0,-0.7
49971,2,12.6,-11.6
7978,0,7.3,7.5
7978,0,11.5,8.8
7978,0,25.2,8.8
7978,0,9.5,10.2
11294,0,21.0,-6.1
11294,0,13.6,1.4
11294,0,11.5,1.4
11294,0,11.5,-12.2
11294,0,22.0,13.6
11294,0,23.1,8.8
11294,0,18.9,-3.4
11294,0,20.0,7.5
11294,0,18.9,6.1
11294,0,14.7,9.5
11294,0,24.1,-7.5
11294,1,9.5,10.9
11294,1,12.6,-3.4
11294,2,28.3,13.6
11294,2,10.5,11.6
11294,2,12.6,6.1
11294,2,7.3,-2.7
11294,2,6.3,0.7
268776,0,4.2,-6.1
268776,0,11.5,-12.9
268776,0,2.1,4.8
268776,0,33.6,12.9
268776,0,1.0,-5.4
268776,0,4.2,-9.5
268776,0,5.2,-2.7
268776,0,4.2,-8.2
268776,0,8.4,8.2
268776,0,5.2,-3.4
268776,0,4.2,0.7
268776,0,9.5,12.2
268776,2,28.3,10.2
268776,2,38.8,14.3
32636,0,12.6,2.7
32636,0,11.5,8.2
32636,0,23.1,-2.0
32636,0,28.3,-8.8
32636,0,13.6,-4.8
32636,0,11.5,-7.5
32636,0,6.3,4.1
32636,0,12.6,4.1
32636,0,18.9,0.7
32636,0,7.3,6.1
32636,1,8.4,-1.4
32636,1,13.6,-2.7
32636,1,4.2,3.4
32636,1,7.3,0.7
32636,1,13.6,-8.8
32636,2,2.1,3.4
32636,2,10.5,8.2
32636,2,7.3,2.7
8285,0,25.2,-12.2
8285,0,16.8,-7.5
8285,0,13.6,-8.8
8285,0,13.6,1.4
8285,0,24.1,-4.8
8285,0,10.5,4.8
8285,0,21.0,0.7
8285,0,26.2,-14.3
8285,0,10.5,-5.4
8285,0,25.2,-11.6
8285,0,13.6,-3.4
8285,1,9.5,8.2
8285,1,3.1,-4.1
8285,2,25.2,-11.6
8285,2,11.5,-4.8
128214,0,5.2,2.7
128214,0,10.5,-6.1
128214,1,5.2,0.7
