id,Name,Team,Position,Height
3538,M. Wakaso,Deportivo Alaves,MD,171
404285,V. Ibanez,Deportivo Alaves,DF,0
134249,R. Pozuelo,Deportivo Alaves,FW,185
250899,C. Vigaray,Deportivo Alaves,DF,182
224080,G. Loaysa,Deportivo Alaves,DF,193
489488,M. Padilla,Deportivo Alaves,DF,178
3539,H. Gonzalez,Deportivo Alaves,MD,180
3466,A. Delgado,Deportivo Alaves,DF,183
151,J. Guidetti,Deportivo Alaves,FW,185
6684,J. Menendez,Deportivo Alaves,MD,179
352328,E. Demirovic,Deportivo Alaves,FW,184
247222,A. Just,Deportivo Alaves,MD,177
226005,J. Alviz,Deportivo Alaves,MD,184
91064,D. Rojas,Deportivo Alaves,MD,183
286981,A. Salva,Deportivo Alaves,GK,184
3299,F. Flores,Deportivo Alaves,GK,186
278278,M. Mohamed,Deportivo Alaves,FW,175
364870,A. Grande,Deportivo Alaves,DF,187
20450,B. Perez,Deportivo Alaves,FW,170
3650,T. Isla,Deportivo Alaves,MD,185
4358,V. Cisneros,Deportivo Alaves,DF,185
208694,R. Ely,Deportivo Alaves,DF,192
6925,H. Ortega,Deportivo Alaves,DF,173
3423,I. Perez,Deportivo Alaves,MD,177
230897,F. Cartabia,Deportivo La Coruna,MD,169
275497,G. Sancho,Deportivo La Coruna,DF,177
32577,S. Junior,Deportivo La Coruna,DF,185
364005,F. Dipetta,Deportivo La Coruna,MD,181
32652,E. Colak,Deportivo La Coruna,MD,169
4879,C. Vicent,Deportivo La Coruna,MD,171
99,P. Tyton,Deportivo La Coruna,GK,194
70451,L. Pinto,Deportivo La Coruna,DF,171
499843,E. Jaen,Deportivo La Coruna,MD,178
3554,R. Andrade,Deportivo La Coruna,GK,188
3325,J. Fuertes,Deportivo La Coruna,DF,180
7302,R. Redal,Deportivo La Coruna,DF,192
4511,P. Parada,Deportivo La Coruna,MD,184
56025,M. Krohn-Dehli,Deportivo La Coruna,MD,170
105587,M. Koval,Deportivo La Coruna,GK,188
105541,L. Martinez,Deportivo La Coruna,FW,180
239843,Z. Bakkali,Deportivo La Coruna,FW,168
4086,E. Altube,Deportivo La Coruna,DF,182
278324,C. Luna,Deportivo La Coruna,FW,185
4440,B. Balonga,Deportivo La Coruna,FW,177
6165,F. Andone,Deportivo La Coruna,FW,180
40614,G. Torres,Deportivo La Coruna,MD,179
3451,A. Alvarez,Deportivo La Coruna,FW,183
120717,O. Haddadi,Dijon,DF,184
566942,E. Loiodice,Dijon,MD,176
38075,L. Ciman,Dijon,DF,184
26124,B. Jeannot,Dijon,FW,183
26311,R. Amalfitano,Dijon,MD,175
27354,J. Tavares,Dijon,FW,187
26365,B. Reynet,Dijon,GK,185
135174,R. Runarsson,Dijon,GK,186
29748,F. Chafik,Dijon,DF,183
149054,W. Said,Dijon,FW,171
26969,B. Allain,Dijon,GK,185
25835,F. Sammaritano,Dijon,MD,162
253312,B. Leroy,Dijon,GK,184
215036,C. Yambere,Dijon,DF,191
256084,C. Kwon,Dijon,MD,174
29843,A. Moutou,Dijon,DF,176
273819,M. Rocha,Dijon,MD,186
25524,P. Djilobodji,Dijon,DF,193
393214,V. Rosier,Dijon,DF,175
7986,M. Abeid,Dijon,MD,178
25704,F. Balmont,Dijon,MD,168
373817,E. Massouema,Dijon,MD,184
26100,N. Sliti,Dijon,MD,173
49921,V. Rufli,Dijon,DF,180
30427,J. Marie,Dijon,MD,177
26024,W. Lautoa,Dijon,DF,182
225948,R. Jimenez,Eibar,MD,170
140046,M. Dmitrovic,Eibar,GK,194
3488,A. Unamuno,Eibar,GK,185
3642,I. Barrios,Eibar,DF,188
3704,P. Diop,Eibar,MD,179
4048,S. Ametller,Eibar,FW,181
385273,C. Oliveira,Eibar,FW,179
70507,P. Oliveira,Eibar,DF,187
258263,V. Jovanovic,Eibar,DF,188
4014,P. Gil,Eibar,MD,183
212644,G. Escalante,Eibar,MD,182
247207,J. Moreno,Eibar,MD,185
20436,J. Diaz,Eibar,DF,182
4780,D. Rene,Eibar,DF,175
3823,Y. Oterino,Eibar,GK,186
4805,A. Zabala,Eibar,DF,178
5542,D. Carrillo,Eibar,MD,180
3843,F. Valenzuela,Eibar,MD,168
279555,I. Peralta,Eibar,MD,186
4094,A. Rodriguez,Eibar,DF,173
3874,E. Martinez,Eibar,FW,186
3535,J. Guzman,Eintracht Frankfurt,MD,173
97555,T. Tawatha,Eintracht Frankfurt,DF,176
14929,M. Hasebe,Eintracht Frankfurt,MD,180
391387,A. Barkok,Eintracht Frankfurt,MD,188
224680,M. Wolf,Eintracht Frankfurt,MD,187
476054,M. Cavar,Eintracht Frankfurt,MD,180
49856,D. Abraham,Eintracht Frankfurt,DF,188
26021,S. Falette,Eintracht Frankfurt,DF,184
258264,L. Jovic,Eintracht Frankfurt,FW,181
136011,M. Gacinovic,Eintracht Frankfurt,MD,175
112253,M. Mora,Eintracht Frankfurt,MD,170
255387,C. Hernandez,Eintracht Frankfurt,DF,188
16287,J. Zimmermann,Eintracht Frankfurt,GK,190
14923,M. Russ,Eintracht Frankfurt,DF,190
173213,M. Stendera,Eintracht Frankfurt,MD,173
56454,F. Ronnow,Eintracht Frankfurt,GK,190
15139,T. Chandler,Eintracht Frankfurt,DF,186
110,J. Willems,Eintracht Frankfurt,DF,169
16609,D. Blum,Eintracht Frankfurt,MD,184
14772,D. Costa,Eintracht Frankfurt,DF,187
365880,D. Kamada,Eintracht Frankfurt,MD,180
25512,S. Haller,Eintracht Frankfurt,FW,190
51689,B. Hrgota,Eintracht Frankfurt,FW,185
20402,K. Boateng,Eintracht Frankfurt,MD,186
491429,D. Beyreuther,Eintracht Frankfurt,DF,180
20591,G. Fernandes,Eintracht Frankfurt,MD,179
69616,A. Rebic,Eintracht Frankfurt,FW,185
4509,O. Gonzalez,Eintracht Frankfurt,MD,181
55951,L. Hradecky,Eintracht Frankfurt,GK,190
341751,M. Ceciliano,Espanyol,DF,188
341752,M. Junque,Espanyol,MD,184
3803,S. Moll,Espanyol,MD,180
247206,P. Sabata,Espanyol,GK,189
279533,M. Canseco,Espanyol,DF,184
3798,D. Rossello,Espanyol,DF,185
3806,J. Rodriguez,Espanyol,DF,180
3816,S. Fuente,Espanyol,FW,174
125250,O. Gaitan,Espanyol,DF,186
3519,D. Rodriguez,Espanyol,GK,196
3562,S. Ortega,Espanyol,DF,185
3293,P. Piatti,Espanyol,FW,163
5400,G. Balaguero,Espanyol,FW,180
41124,E. Pereira,Espanyol,DF,188
14866,J. Marin,Espanyol,MD,174
3797,V. Mata,Espanyol,MD,174
282438,A. Caricol,Espanyol,DF,180
7623,L. Baptistao,Espanyol,FW,181
4303,D. Silva,Espanyol,DF,183
450784,O. Jimenez,Espanyol,MD,167
3317,E. Molina,Espanyol,MD,180
7919,M. Keane,Everton,DF,188
355937,M. Holgate,Everton,DF,184
32636,C. Tosun,Everton,FW,183
377071,R. Andrade,Everton,FW,179
8245,P. Jagielka,Everton,DF,183
145692,E. Niasse,Everton,FW,182
8624,J. McCarthy,Everton,MD,180
20428,M. Stekelenburg,Everton,GK,197
256634,Y. Gonzalez,Everton,DF,195
10131,J. Pickford,Everton,GK,185
353236,T. Davies,Everton,MD,180
7879,T. Walcott,Everton,FW,176
8239,L. Baines,Everton,DF,170
447379,B. Baningime,Everton,MD,178
77558,G. Sigurdsson,Everton,MD,186
286825,J. Kenny,Everton,DF,176
25854,K. Zouma,Everton,DF,190
8240,S. Coleman,Everton,DF,177
25706,I. Gueye,Everton,MD,174
293687,D. Calvert-Lewin,Everton,FW,176
8143,M. Schneiderlin,Everton,MD,185
222766,B. Gaspar,Fiorentina,DF,176
22313,V. Laurini,Fiorentina,DF,173
21025,R. Saponara,Fiorentina,MD,184
23705,M. Sportiello,Fiorentina,GK,192
523085,R. Sottil,Fiorentina,FW,180
338249,G. Dias,Fiorentina,FW,183
22380,M. Benassi,Fiorentina,MD,184
20663,C. Thereau,Fiorentina,FW,189
149076,V. Eysseric,Fiorentina,MD,181
21842,C. Biraghi,Fiorentina,DF,183
447804,F. Chiesa,Fiorentina,MD,175
21861,D. Falcinelli,Fiorentina,FW,185
26000,B. Dabo,Fiorentina,MD,186
25541,J. Veretout,Fiorentina,MD,178
116225,M. Andrea,Fiorentina,DF,182
265318,E. Fernandes,Fiorentina,MD,190
269152,G. Simeone,Fiorentina,FW,180
86328,G. Pezzella,Fiorentina,DF,186
44510,V. Souza,Fiorentina,DF,187
116170,S. Pepe,Fiorentina,MD,173
135810,M. Pjaca,Fiorentina,FW,186
424241,N. Milenkovic,Fiorentina,DF,195
368340,S. Faso,Fiorentina,FW,180
265431,B. Dragowski,Fiorentina,GK,191
15430,N. Hofler,Freiburg,MD,181
272378,P. Stenzel,Freiburg,DF,183
330446,C. Okoroji,Freiburg,DF,177
255732,P. Lienhart,Freiburg,DF,185
146569,M. Kempf,Freiburg,DF,186
16154,P. Klandt,Freiburg,GK,184
15503,F. Niederlechner,Freiburg,FW,186
15533,M. Terrazzino,Freiburg,FW,176
269490,F. Kath,Freiburg,MD,184
15487,J. Haberer,Freiburg,MD,186
272234,M. Drager,Freiburg,MD,178
269189,B. Kapustka,Freiburg,MD,179
27393,G. Bussmann,Freiburg,DF,184
14734,N. Petersen,Freiburg,FW,188
18670,L. Kubler,Freiburg,DF,183
25871,Y. Ravet,Freiburg,MD,178
228765,T. Kleindienst,Freiburg,FW,194
14695,A. Ignjovski,Freiburg,DF,175
336829,R. Koch,Freiburg,DF,190
19525,A. Schwolow,Freiburg,GK,189
271990,L. Holer,Freiburg,FW,184
216074,C. Gunter,Freiburg,DF,185
19720,M. Gulde,Freiburg,DF,184
49982,A. Abrashi,Freiburg,MD,172
145030,C. Stanko,Freiburg,MD,180
14992,K. Guede,Freiburg,FW,184
99749,R. Gikiewicz,Freiburg,GK,190
373636,V. Sierro,Freiburg,MD,185
344864,C. Soyuncu,Freiburg,DF,187
15131,M. Frantz,Freiburg,MD,182
21468,M. Perin,Genoa,GK,188
22020,A. Galabinov,Genoa,FW,190
22158,I. Cofie,Genoa,MD,180
21177,G. Pandev,Genoa,FW,184
22883,A. Izzo,Genoa,DF,183
137041,L. Zima,Genoa,GK,196
22381,D. Bessa,Genoa,MD,178
20655,L. Rigoni,Genoa,MD,185
38532,E. Zukanovic,Genoa,DF,190
21636,E. Lamanna,Genoa,GK,186
349102,S. Omeonga,Genoa,MD,177
70974,I. Medeiros,Genoa,FW,174
21072,N. Spolli,Genoa,DF,193
127534,D. Lazovic,Genoa,MD,181
22559,F. Migliore,Genoa,DF,173
51145,O. Hiljemark,Genoa,MD,184
20749,A. Bertolacci,Genoa,MD,179
206318,D. Biraschi,Genoa,DF,182
345740,P. Pereira,Genoa,DF,182
9080,A. Taarabt,Genoa,MD,182
413041,J. Yamiq,Genoa,DF,190
25428,L. Landre,Genoa,DF,182
20776,L. Rossettini,Genoa,DF,187
115933,G. Lapadula,Genoa,FW,177
3267,V. Panadero,Getafe,GK,190
551398,D. Fernandez,Getafe,DF,0
4880,R. Castro,Getafe,MD,175
3974,D. Suarez,Getafe,DF,172
344140,A. Ndiaye,Getafe,FW,173
4131,A. Diaz,Getafe,FW,172
375771,M. Miramontes,Getafe,DF,184
3885,L. Sasia,Getafe,DF,187
363560,F. Manojlovic,Getafe,GK,197
545811,H. Perales,Getafe,FW,0
25577,L. Remy,Getafe,FW,185
93000,V. Antunes,Getafe,DF,176
3572,F. Soler,Getafe,MD,169
520163,D. ,Getafe,MD,188
7848,D. Martinez,Getafe,GK,195
94828,G. Shibasaki,Getafe,MD,175
3674,M. Larranaga,Getafe,MD,180
5677,B. Cabrera,Getafe,DF,185
329026,C. Lopez,Getafe,MD,182
3605,J. Vidal,Getafe,FW,188
376474,M. Ndockyt,Getafe,MD,178
404333,P. Mbodji,Getafe,MD,183
4343,D. Lobato,Getafe,MD,168
250805,D. Ortega,Getafe,DF,187
3856,F. Calderon,Getafe,DF,175
286448,M. Rosa,Getafe,MD,175
3287,C. Manzanera,Girona,MD,178
4278,B. Freire,Girona,MD,175
214062,A. Nogue,Girona,MD,175
91702,J. Palacio,Girona,DF,179
282448,A. Serrano,Girona,MD,173
4789,C. Antolinez,Girona,DF,173
508686,M. Lizak,Girona,GK,192
5147,A. Colon,Girona,FW,183
6210,F. Caraballo,Girona,DF,179
3714,C. Curbelo,Girona,FW,184
3692,B. Zuniga,Girona,DF,192
120631,Y. Bounou,Girona,GK,192
263105,P. Becerra,Girona,DF,173
4360,J. Lopez,Girona,DF,190
266885,M. Olunga,Girona,FW,188
3407,J. Chimeno,Girona,DF,181
167104,E. Arimany,Girona,MD,180
366374,K. Soni,Girona,MD,182
3399,G. Moreno,Girona,GK,191
4232,P. Guirado,Girona,DF,196
3340,M. Martinez,Girona,DF,179
443324,D. Paulo,Girona,MD,178
230895,P. Riera,Girona,MD,177
3510,D. Copovi,Girona,MD,186
301017,M. Thuram,Guingamp,FW,192
25407,C. Grenier,Guingamp,MD,186
25411,J. Briand,Guingamp,FW,181
25526,J. Martins-Pereira,Guingamp,DF,182
149057,M. Caillard,Guingamp,GK,191
50771,K. Johnsson,Guingamp,GK,187
340920,L. Blas,Guingamp,MD,180
135901,P. Rebocho,Guingamp,DF,170
25800,E. Didot,Guingamp,MD,176
28528,J. Ikoko,Guingamp,DF,177
26604,Y. Salibur,Guingamp,MD,177
25741,Y. N'Gbakoto,Guingamp,FW,173
25805,F. Tabanou,Guingamp,MD,178
26956,N. Benezet,Guingamp,MD,170
26314,L. Deaux,Guingamp,MD,188
25474,A. Camara,Guingamp,MD,178
25943,C. Kerbrat,Guingamp,DF,185
28948,G. Fofana,Guingamp,MD,184
256706,L. Phiri,Guingamp,MD,173
286915,F. Eboa,Guingamp,DF,186
501205,M. Ahlinvi,Guingamp,DF,183
330387,M. Coco,Guingamp,MD,184
25883,J. Sorbon,Guingamp,DF,183
25939,M. Diallo,Guingamp,MD,192
25904,D. Petric,Guingamp,GK,187
143566,D. Melo,Hamburger SV,DF,175
14883,T. Mickel,Hamburger SV,GK,184
391606,T. Ito,Hamburger SV,MD,163
14864,L. Holtby,Hamburger SV,MD,176
14706,A. Hunt,Hamburger SV,MD,183
14857,K. Papadopoulos,Hamburger SV,DF,185
391603,S. Ambrosius,Hamburger SV,DF,182
18704,C. Mathenia,Hamburger SV,GK,189
327009,W. Silva,Hamburger SV,MD,188
127796,F. Kostic,Hamburger SV,MD,184
14749,G. Sakai,Hamburger SV,DF,176
449921,B. Jatta,Hamburger SV,MD,184
444439,V. Janjicic,Hamburger SV,MD,180
15821,S. Schipplock,Hamburger SV,FW,186
221376,V. Steinmann,Hamburger SV,MD,189
241957,J. Pollersbeck,Hamburger SV,GK,195
365441,R. Drongelen,Hamburger SV,DF,185
241966,G. Jung,Hamburger SV,DF,189
15877,A. Hahn,Hamburger SV,FW,185
15192,N. Muller,Hamburger SV,MD,173
491365,J. Arp,Hamburger SV,FW,184
503185,J. Vagnomann,Hamburger SV,DF,187
258254,G. Waldschmidt,Hamburger SV,FW,181
15232,B. Wood,Hamburger SV,FW,180
14821,M. Esser,Hannover 96,GK,198
91,C. Benschop,Hannover 96,FW,191
18581,F. Hubner,Hannover 96,DF,193
448215,L. Maina,Hannover 96,MD,173
38082,F. Martins,Hannover 96,DF,193
14705,N. Fullkrug,Hannover 96,FW,189
14802,M. Bakalorz,Hannover 96,MD,180
14760,M. Harnik,Hannover 96,FW,185
16010,P. Tschauner,Hannover 96,GK,196
366197,M. Sundermann,Hannover 96,GK,186
15256,P. Schwegler,Hannover 96,MD,178
208089,I. Fossum,Hannover 96,MD,180
15772,M. Ostrzolek,Hannover 96,DF,178
65254,K. Wimmer,Hannover 96,DF,187
15456,F. Klaus,Hannover 96,MD,179
253843,L. Weinkauf,Hannover 96,GK,196
224801,I. Bebou,Hannover 96,FW,183
15225,S. Maier,Hannover 96,MD,179
16884,J. Korb,Hannover 96,DF,177
272436,N. Sarenren-Bazee,Hannover 96,MD,182
272435,T. Hubers,Hannover 96,DF,190
50800,M. Inola,Hannover 96,DF,180
15050,M. Schmiedebach,Hannover 96,MD,171
165431,K. Karaman,Hannover 96,FW,189
14988,O. Sorg,Hannover 96,DF,175
135788,J. Elez,Hannover 96,DF,189
94650,G. Haraguchi,Hannover 96,MD,177
272434,W. Anton,Hannover 96,DF,189
21298,N. ,Hellas Verona,GK,190
286225,G. Felicioli,Hellas Verona,DF,180
22093,A. Caracciolo,Hellas Verona,DF,185
343925,D. Verde,Hellas Verona,FW,168
26373,S. Souprayen,Hellas Verona,DF,187
20512,M. Bianchetti,Hellas Verona,DF,189
21573,M. Silvestri,Hellas Verona,GK,191
22099,M. Buchel,Hellas Verona,MD,175
20947,A. Cerci,Hellas Verona,FW,180
20949,R. Santos,Hellas Verona,FW,180
246633,M. Zaccagni,Hellas Verona,MD,176
252589,B. Petkovic,Hellas Verona,FW,192
410031,M. Kean,Hellas Verona,FW,183
20403,S. Calvano,Hellas Verona,MD,183
20414,M. Valoti,Hellas Verona,MD,187
20935,R. Caldeira,Hellas Verona,MD,178
25878,T. Heurtaux,Hellas Verona,DF,183
23427,M. Fossati,Hellas Verona,MD,180
3736,F. Zuculini,Hellas Verona,MD,176
252473,S. Gustafson,Hellas Verona,MD,186
328336,M. Fares,Hellas Verona,FW,183
337225,R. Aarons,Hellas Verona,MD,175
263433,A. Ferrari,Hellas Verona,DF,183
21235,K. Cisse,Hellas Verona,FW,184
137143,D. Boldor,Hellas Verona,DF,189
352722,L. Tupta,Hellas Verona,FW,178
388099,E. Bearzotti,Hellas Verona,MD,180
192,J. Vukovic,Hellas Verona,DF,195
403546,S. Lee,Hellas Verona,FW,173
523089,A. Danzi,Hellas Verona,MD,175
14762,V. Ibisevic,Hertha BSC,FW,188
448246,P. Dardai,Hertha BSC,FW,175
82518,V. Darida,Hertha BSC,MD,171
54579,R. Jarstein,Hertha BSC,GK,190
492782,J. Klinsmann,Hertha BSC,GK,194
134399,D. Selke,Hertha BSC,FW,192
15020,M. Leckie,Hertha BSC,FW,181
14764,J. Schieber,Hertha BSC,FW,186
15125,M. Plattenhardt,Hertha BSC,DF,181
275121,J. Torunarigha,Hertha BSC,DF,189
15090,T. Kraft,Hertha BSC,GK,187
15103,F. Lustenberger,Hertha BSC,DF,180
208652,V. Lazaro,Hertha BSC,MD,178
173212,N. Stark,Hertha BSC,DF,190
425921,F. Baak,Hertha BSC,DF,185
433009,D. Smarsch,Hertha BSC,GK,195
15276,M. Weiser,Hertha BSC,MD,176
218896,O. Duda,Hertha BSC,MD,181
337890,M. Mittelstadt,Hertha BSC,DF,178
425926,A. Maier,Hertha BSC,MD,183
7904,S. Kalou,Hertha BSC,FW,184
8309,K. Rekik,Hertha BSC,DF,186
15141,A. Esswein,Hertha BSC,MD,183
32959,P. Pekarik,Hertha BSC,DF,176
383237,M. Covic,Hertha BSC,MD,175
14905,P. Skjelbred,Hertha BSC,MD,175
14979,O. Baumann,Hoffenheim,GK,187
135561,F. Grillitsch,Hoffenheim,MD,187
15952,E. Bicakcic,Hoffenheim,DF,185
263614,N. Amiri,Hoffenheim,MD,180
69411,A. Kramaric,Hoffenheim,FW,177
15012,H. Nordtveit,Hoffenheim,MD,188
15512,A. Stolz,Hoffenheim,GK,189
221333,K. Demirbay,Hoffenheim,MD,182
15200,A. Szalai,Hoffenheim,FW,193
397098,R. Nelson,Hoffenheim,MD,176
367621,D. Geiger,Hoffenheim,MD,172
356906,F. Passlack,Hoffenheim,MD,170
15292,M. Uth,Hoffenheim,FW,185
373350,R. Hack,Hoffenheim,MD,176
18982,N. Schulz,Hoffenheim,MD,180
15942,L. Rupp,Hoffenheim,MD,178
82487,P. Kaderabek,Hoffenheim,DF,182
134392,K. Akpoguma,Hoffenheim,DF,192
134397,S. Gnabry,Hoffenheim,MD,175
414667,J. Hoogma,Hoffenheim,DF,190
328190,G. Kobel,Hoffenheim,GK,194
49997,S. Zuber,Hoffenheim,MD,182
15719,B. Hubner,Hoffenheim,DF,193
65207,R. Zulj,Hoffenheim,MD,189
282799,S. Posch,Hoffenheim,DF,188
14842,K. Vogt,Hoffenheim,DF,194
173,R. Parra,Huddersfield Town,MD,181
282550,F. Hadergjonaj,Huddersfield Town,DF,182
214654,S. Mounie,Huddersfield Town,FW,190
15823,D. Williams,Huddersfield Town,MD,182
8290,A. Pritchard,Huddersfield Town,MD,171
14796,C. Lowe,Huddersfield Town,DF,173
16122,E. Kachunga,Huddersfield Town,FW,178
11078,T. Smith,Huddersfield Town,DF,186
332605,R. Sobhi,Huddersfield Town,MD,183
56038,J. Lossl,Huddersfield Town,GK,195
16436,C. Quaner,Huddersfield Town,FW,191
234139,J. Gorenc-Stankovic,Huddersfield Town,DF,190
132,T. Kongolo,Huddersfield Town,DF,188
442211,A. Sabiri,Huddersfield Town,MD,183
8897,J. Hogg,Huddersfield Town,MD,177
8066,B. Hamer,Huddersfield Town,GK,193
55979,M. Jorgensen,Huddersfield Town,DF,191
62389,A. Mooy,Huddersfield Town,MD,174
38377,L. Depoitre,Huddersfield Town,FW,191
15215,C. Schindler,Huddersfield Town,DF,189
303357,P. Billing,Huddersfield Town,MD,197
298212,D. Estevao,Internazionale,DF,181
69968,M. Brozovic,Internazionale,MD,181
70965,J. ,Internazionale,MD,173
256480,K. Diao,Internazionale,FW,181
352993,Y. Karamoh,Internazionale,FW,185
21094,D. D'Ambrosio,Internazionale,DF,180
3543,B. Iglesias,Internazionale,MD,175
7982,D. Santon,Internazionale,DF,186
116349,M. Falero,Internazionale,MD,187
14812,I. Perisic,Internazionale,MD,186
70161,T. Berni,Internazionale,GK,185
20519,A. Ranocchia,Internazionale,DF,195
138408,M. Skriniar,Internazionale,DF,188
86785,L. Lopez,Internazionale,DF,188
20556,A. Candreva,Internazionale,MD,180
20572,D. Padelli,Internazionale,GK,191
3431,J. Filho,Internazionale,DF,186
241676,R. Gagliardini,Internazionale,MD,188
20626,E. Martins,Internazionale,FW,179
135903,J. Cancelo,Internazionale,DF,182
206314,M. ,Internazionale,FW,181
69409,S. Vrsaljko,Internazionale,DF,181
20571,S. Handanovic,Internazionale,GK,193
3344,R. Nascimento,Internazionale,MD,174
134427,D. Rugani,Juventus,DF,188
70084,A. Silva,Juventus,DF,180
246061,F. Bernardeschi,Juventus,MD,183
21128,C. Pinsoglio,Juventus,GK,188
3322,C. Aveiro,Juventus,FW,187
18550,E. Can,Juventus,MD,184
20395,M. Sciglio,Juventus,DF,183
7849,W. Szczesny,Juventus,GK,196
20443,M. Pjanic,Juventus,MD,180
20455,G. Buffon,Juventus,GK,191
20458,A. Barzagli,Juventus,DF,187
14855,B. Howedes,Juventus,DF,187
20461,G. Chiellini,Juventus,DF,186
89186,P. Dybala,Juventus,FW,177
20588,K. Asamoah,Juventus,MD,178
20579,M. Benatia,Juventus,DF,190
14943,M. Mandzukic,Juventus,FW,187
105334,D. Souza,Juventus,MD,170
20751,J. Bello,Juventus,MD,179
361807,R. Colman,Juventus,MD,185
25437,B. Matuidi,Juventus,MD,175
21290,S. Sturaro,Juventus,MD,182
3318,S. Khedira,Juventus,MD,189
520617,Y. Bisseck,Koln,DF,194
16094,S. Terodde,Koln,FW,192
91519,J. Copete,Koln,FW,185
284524,J. Horn,Koln,DF,186
356903,S. Ozcan,Koln,MD,180
15543,S. Zoller,Koln,FW,179
18669,J. Hector,Koln,DF,185
471968,N. Nartey,Koln,DF,185
356928,T. Handwerker,Koln,DF,177
279734,V. Koziello,Koln,MD,168
99437,P. Olkowski,Koln,DF,184
15317,L. Bittencourt,Koln,MD,171
228624,S. Muller,Koln,GK,190
275384,J. Perez,Koln,DF,182
272338,L. Klunter,Koln,DF,184
16843,D. Heintz,Koln,DF,189
127685,M. Jojic,Koln,MD,177
15194,M. Risse,Koln,MD,183
14707,C. Bossio,Koln,FW,184
15235,T. Kessler,Koln,GK,197
448127,C. Fuhrich,Koln,MD,178
15253,M. Lehmann,Koln,MD,179
263490,S. Guirassy,Koln,FW,187
15265,T. Horn,Koln,GK,192
15278,C. Clemens,Koln,MD,179
14863,M. Hoger,Koln,MD,182
20680,F. Sorensen,Koln,DF,194
4361,J. Betancor,Las Palmas,MD,181
4350,R. Cruz,Las Palmas,GK,187
4272,J. Jimenez,Las Palmas,DF,177
20803,M. Guruceaga,Las Palmas,DF,175
4363,J. Umpierrez,Las Palmas,MD,186
86319,L. Chichizola,Las Palmas,GK,185
4371,D. Betancor,Las Palmas,DF,178
5907,S. Montana,Las Palmas,MD,181
38094,I. Ezekiel,Las Palmas,FW,178
3468,J. Ruiz,Las Palmas,DF,186
234527,A. Halilovic,Las Palmas,MD,170
4969,P. Placeres,Las Palmas,MD,169
4936,D. Santana,Las Palmas,DF,179
4362,J. Cabrera,Las Palmas,MD,179
3970,A. Jimena,Las Palmas,DF,188
4355,D. Santana,Las Palmas,DF,183
3708,J. Bustara,Las Palmas,MD,173
393881,H. Toledo,Las Palmas,FW,180
293862,I. Vicent,Las Palmas,FW,170
3644,P. Rigo,Las Palmas,DF,181
489417,E. Hernandez,Las Palmas,FW,184
29642,G. Penalba,Las Palmas,MD,194
287003,B. Toro,Las Palmas,MD,175
228902,J. Calleri,Las Palmas,FW,173
496823,P. Neto,Lazio,FW,172
40806,F. Gomes,Lazio,MD,178
7965,L. Leiva,Lazio,MD,179
4792,P. Gil,Lazio,DF,184
3484,L. Alconchel,Lazio,MD,182
37745,J. Mokelenge,Lazio,DF,183
101635,F. Corozo,Lazio,FW,183
7926,L. Cunha,Lazio,MD,177
21350,M. Parolo,Lazio,MD,186
69417,I. Vargic,Lazio,GK,192
166534,T. Strakosha,Lazio,GK,186
20972,D. Gennaro,Lazio,MD,181
130,S. Vrij,Lazio,DF,189
260250,W. Santos,Lazio,DF,191
20460,J. Silva,Lazio,DF,180
20561,S. Lulic,Lazio,MD,183
20541,F. Marchetti,Lazio,GK,188
21384,C. Immobile,Lazio,FW,181
256479,L. Crecco,Lazio,MD,183
228928,A. Marusic,Lazio,MD,185
241675,G. Guerrieri,Lazio,GK,184
401277,B. Jordao,Lazio,MD,180
346908,A. Murgia,Lazio,MD,185
208865,B. Quissanga,Lazio,DF,184
69400,M. Badelj,Lazio,MD,186
20550,S. Radu,Lazio,DF,183
20575,D. Basta,Lazio,DF,185
376362,L. Marchi,Lazio,DF,187
265865,S. Milinkovic-Savic,Lazio,MD,192
5653,M. Mantovani,Leganes,DF,183
43051,G. Pires,Leganes,MD,187
4326,R. Triguero,Leganes,DF,175
3934,N. Zhar,Leganes,MD,171
265807,J. Naranjo,Leganes,FW,182
93003,D. Siovas,Leganes,DF,192
485794,S. Blazquez,Leganes,MD,0
447821,Y. En-Nesyri,Leganes,FW,189
86239,G. Carrillo,Leganes,FW,191
5281,A. Nyom,Leganes,DF,189
169002,D. Salguero,Leganes,DF,183
26167,C. Beauvue,Leganes,FW,174
396539,J. Mateos,Leganes,MD,175
86716,M. Santos,Leganes,DF,182
344122,G. Rojo,Leganes,FW,178
3963,I. Sacristan,Leganes,GK,187
6281,J. Bengoetxea,Leganes,DF,176
263091,G. Garriga,Leganes,MD,187
12,K. Omeruo,Leganes,DF,185
352789,O. Arnaiz,Leganes,MD,174
127928,D. Brasanac,Leganes,MD,178
4683,A. Szymanowski,Leganes,MD,175
5481,M. Martin,Leganes,FW,182
339857,J. Diaz,Leganes,FW,175
6513,R. Carnero,Leganes,DF,175
20808,E. Munoz,Leganes,DF,185
86350,N. Champagne,Leganes,GK,189
6370,J. Goni,Leganes,MD,180
6365,U. Martinez,Leganes,DF,175
6363,J. Simon,Leganes,GK,184
4013,R. Marmol,Leganes,MD,178
285508,K. Iheanacho,Leicester City,FW,187
217078,D. Amartey,Leicester City,MD,186
93084,E. Jakupovic,Leicester City,GK,191
