450826,C Hudson-Odoi,Unknown,MD,0 (2),0.0,-0.09,-0.1,-0.19
454,P Aanholt,Crystal Palace,DF,25 (2),-0.0,-0.0,0.16,0.15
466,D Propper,Brighton & Hove Albion,MD,35 (0),0.02,0.02,-0.07,-0.03
471,W Bony,Swansea City,FW,8 (7),0.11,-0.05,0.1,0.16
48,J Vertonghen,Tottenham Hotspur,DF,36 (0),0.03,0.05,-0.03,0.05
486252,A Wan-Bissaka,Crystal Palace,DF,7 (0),0.03,-0.02,0.0,0.02
4908,A Perez,Liverpool,DF,14 (2),0.01,0.04,-0.03,0.02
49859,A Dragovic,Bayer Leverkusen,DF,7 (4),0.03,0.05,0.0,0.07
49872,X Shaqiri,Liverpool,MD,36 (0),0.01,0.1,0.13,0.24
49876,G Xhaka,Arsenal,MD,37 (1),-0.0,0.09,-0.02,0.07
49971,M Bauer,Stoke City,DF,15 (0),0.01,0.06,-0.03,0.05
5281,A Nyom,Leganes,DF,25 (4),0.01,0.03,-0.0,0.04
531655,L Lumeka,Unknown,FW,0 (1),-0.05,0.01,0.0,-0.05
532949,D McNeil,Unknown,MD,0 (1),0.0,0.0,0.0,0.0
54,C Eriksen,Tottenham Hotspur,MD,37 (0),0.02,0.11,0.19,0.31
55224,A Sorloth,Crystal Palace,FW,4 (0),0.09,-0.03,-0.09,-0.03
55979,M Jorgensen,Huddersfield Town,DF,38 (0),0.04,0.04,-0.03,0.05
56,D Klaassen,Werder Bremen,MD,3 (4),0.05,0.03,0.0,0.08
56038,J Lossl,Huddersfield Town,GK,38 (0),0.0,-0.01,0.0,-0.01
58978,G Cameron,Unknown,DF,17 (3),0.03,-0.02,-0.01,0.01
5911,S Castillo,Sevilla,FW,3 (5),0.04,-0.08,-0.15,-0.2
61390,M Ryan,Brighton & Hove Albion,GK,38 (0),0.0,0.0,0.0,0.0
61941,F Forster,Southampton,GK,20 (0),0.0,-0.01,0.0,-0.01
61961,B Kayal,Brighton & Hove Albion,MD,8 (10),0.01,0.04,-0.05,-0.0
