344059,U Mendibil,Athletic Club,GK,0,0.0,0.0,0.0,0.0
3503,R Escudero,Athletic Club,MD,0,0.0,0.0,0.0,0.0
247141,I Arthuer,Athletic Club,FW,0,0.0,0.0,0.0,0.0
3595,B Urkiaga,Athletic Club,MD,0,0.0,0.0,0.0,0.0
70136,S Naranjo,Atletico Madrid,DF,0,0.0,0.0,0.0,0.0
3443,J Merodio,Atletico Madrid,MD,0,0.0,0.0,0.0,0.0
3434,F Kasmirski,Atletico Madrid,DF,0,0.0,0.0,0.0,0.0
217031,T Partey,Atletico Madrid,MD,0,0.0,0.0,0.0,0.0
70273,J Oblak,Atletico Madrid,GK,0,0.0,0.0,0.0,0.0
25445,K Gameiro,Atletico Madrid,FW,0,0.0,0.0,0.0,0.0
4338,D Costa,Atletico Madrid,FW,0,0.0,0.0,0.0,0.0
3682,A Griezmann,Atletico Madrid,FW,0,0.0,0.0,0.0,0.0
227059,G Martins,Atletico Madrid,FW,0,0.0,0.0,0.0,0.0
227894,J Vargas,Atletico Madrid,DF,0,0.0,0.0,0.0,0.0
8311,S Savic,Atletico Madrid,DF,0,0.0,0.0,0.0,0.0
4488,S Esclapez,Atletico Madrid,MD,0,0.0,0.0,0.0,0.0
4375,V Perez,Atletico Madrid,MD,0,0.0,0.0,0.0,0.0
3447,J Belen,Atletico Madrid,DF,0,0.0,0.0,0.0,0.0
3433,D Leal,Atletico Madrid,DF,0,0.0,0.0,0.0,0.0
28922,T Lemar,Atletico Madrid,MD,0,0.0,0.0,0.0,0.0
3441,G Arenas,Atletico Madrid,MD,0,0.0,0.0,0.0,0.0
222324,A Werner,Atletico Madrid,GK,0,0.0,0.0,0.0,0.0
7908,F Sanz,Atletico Madrid,FW,0,0.0,0.0,0.0,0.0
254408,A Correa,Atletico Madrid,FW,0,0.0,0.0,0.0,0.0
279545,L Pi,Atletico Madrid,DF,0,0.0,0.0,0.0,0.0
14822,A Luthe,Augsburg,GK,0,0.0,0.0,0.0,0.0
221411,P Max,Augsburg,DF,0,0.0,0.0,0.0,0.0
92947,K Stafylidis,Augsburg,DF,4 (1),67.0,41.0,67.74193548387117,89.0
448313,R Rosch,Augsburg,FW,0,0.0,0.0,0.0,0.0
18728,S Parker,Augsburg,FW,0,0.0,0.0,0.0,0.0
14997,J Schmid,Augsburg,MD,0,0.0,0.0,0.0,0.0
16432,C Silva,Augsburg,MD,0,0.0,0.0,0.0,0.0
14767,F Giefer,Augsburg,GK,0,0.0,0.0,0.0,0.0
14914,M Hitz,Augsburg,GK,0,0.0,0.0,0.0,0.0
224965,R Framberger,Augsburg,DF,0,0.0,0.0,0.0,0.0
159,J Gouweleeuw,Augsburg,DF,0,0.0,0.0,0.0,0.0
337960,M Richter,Augsburg,FW,0,0.0,0.0,0.0,0.0
15782,J Moravek,Augsburg,MD,0,0.0,0.0,0.0,0.0
65075,M Hinteregger,Augsburg,DF,0,0.0,0.0,0.0,0.0
15695,M Heller,Augsburg,MD,0,0.0,0.0,0.0,0.0
65180,M Gregoritsch,Augsburg,FW,0,0.0,0.0,0.0,0.0
354997,S Lezama,Augsburg,FW,0,0.0,0.0,0.0,0.0
493725,S Asta,Augsburg,DF,0,0.0,0.0,0.0,0.0
15777,D Baier,Augsburg,MD,0,0.0,0.0,0.0,0.0
15095,C Janker,Augsburg,DF,0,0.0,0.0,0.0,0.0
8537,D Ji,Augsburg,FW,0,0.0,0.0,0.0,0.0
37948,A Finnbogason,Augsburg,FW,0,0.0,0.0,0.0,0.0
391449,K Jakob,Augsburg,DF,0,0.0,0.0,0.0,0.0
15768,J Callsen-Bracker,Augsburg,DF,0,0.0,0.0,0.0,0.0
16826,R Khedira,Augsburg,MD,0,0.0,0.0,0.0,0.0
391442,F Gotze,Augsburg,DF,0,0.0,0.0,0.0,0.0
38079,D Opare,Augsburg,DF,0,0.0,0.0,0.0,0.0
15781,J Koo,Augsburg,MD,0,0.0,0.0,0.0,0.0
366217,K Danso,Augsburg,DF,0,0.0,0.0,0.0,0.0
3347,S Carnicer,Barcelona,DF,0,0.0,0.0,0.0,0.0
3476,I Rakitic,Barcelona,MD,0,0.0,0.0,0.0,0.0
4256,A Parreu,Barcelona,MD,0,0.0,0.0,0.0,0.0
8323,D Fernandez,Barcelona,MD,0,0.0,0.0,0.0,0.0
25701,L Digne,Barcelona,DF,0,0.0,0.0,0.0,0.0
222770,N Semedo,Barcelona,DF,0,0.0,0.0,0.0,0.0
3359,L Cuccittini,Barcelona,FW,0,0.0,0.0,0.0,0.0
3346,S Burgos,Barcelona,MD,0,0.0,0.0,0.0,0.0
286390,O Dembele,Barcelona,FW,0,0.0,0.0,0.0,0.0
25397,S Umtiti,Barcelona,DF,0,0.0,0.0,0.0,0.0
7972,L Diaz,Barcelona,FW,0,0.0,0.0,0.0,0.0
3341,G Bernabeu,Barcelona,DF,0,0.0,0.0,0.0,0.0
3269,J Ramos,Barcelona,DF,0,0.0,0.0,0.0,0.0
211885,A Gomes,Barcelona,MD,0,0.0,0.0,0.0,0.0
3291,F Garcia,Barcelona,FW,0,0.0,0.0,0.0,0.0
3802,P Correia,Barcelona,FW,13 (1),74.0,47.0,28.571428571429536,61.0
33,J Cillessen,Barcelona,GK,0,0.0,0.0,0.0,0.0
15008,M Stegen,Barcelona,GK,0,0.0,0.0,0.0,0.0
7860,T Vermaelen,Barcelona,DF,0,0.0,0.0,0.0,0.0
282442,C Castillo,Barcelona,MD,0,0.0,0.0,0.0,0.0
89559,C Sandoval,Bayer Leverkusen,MD,0,0.0,0.0,0.0,0.0
14803,S Bender,Bayer Leverkusen,DF,0,0.0,0.0,0.0,0.0
14786,K Bellarabi,Bayer Leverkusen,MD,0,0.0,0.0,0.0,0.0
425925,K Havertz,Bayer Leverkusen,MD,0,0.0,0.0,0.0,0.0
14781,L Bender,Bayer Leverkusen,MD,0,0.0,0.0,0.0,0.0
35477,J Pohjanpalo,Bayer Leverkusen,FW,0,0.0,0.0,0.0,0.0
146583,J Brandt,Bayer Leverkusen,MD,0,0.0,0.0,0.0,0.0
258253,B Henrichs,Bayer Leverkusen,DF,0,0.0,0.0,0.0,0.0
228768,J Tah,Bayer Leverkusen,DF,0,0.0,0.0,0.0,0.0
388267,L Butler,Bayer Leverkusen,FW,0,0.0,0.0,0.0,0.0
15231,K Volland,Bayer Leverkusen,FW,0,0.0,0.0,0.0,0.0
40657,W Borges,Bayer Leverkusen,DF,0,0.0,0.0,0.0,0.0
165425,D Kohr,Bayer Leverkusen,MD,0,0.0,0.0,0.0,0.0
15188,J Baumgartlinger,Bayer Leverkusen,MD,0,0.0,0.0,0.0,0.0
212604,T Jedvaj,Bayer Leverkusen,DF,0,0.0,0.0,0.0,0.0
14768,B Leno,Bayer Leverkusen,GK,0,0.0,0.0,0.0,0.0
51262,I Thelin,Bayer Leverkusen,FW,0,0.0,0.0,0.0,0.0
344178,P Retsos,Bayer Leverkusen,DF,0,0.0,0.0,0.0,0.0
49859,A Dragovic,Bayer Leverkusen,DF,7 (4),67.0,55.0,77.27272727272738,88.0
16411,R Ozcan,Bayer Leverkusen,GK,0,0.0,0.0,0.0,0.0
86489,L Alario,Bayer Leverkusen,FW,0,0.0,0.0,0.0,0.0
18938,N Lomb,Bayer Leverkusen,GK,0,0.0,0.0,0.0,0.0
20475,A Pardo,Bayern Munchen,MD,0,0.0,0.0,0.0,0.0
14712,M Neuer,Bayern Munchen,GK,0,0.0,0.0,0.0,0.0
14724,D Alaba,Bayern Munchen,DF,0,0.0,0.0,0.0,0.0
14718,M Souza,Bayern Munchen,DF,0,0.0,0.0,0.0,0.0
258162,R Sanches,Bayern Munchen,MD,9 (3),62.0,47.0,37.50000000000073,66.0
224593,J Kimmich,Bayern Munchen,DF,0,0.0,0.0,0.0,0.0
14716,J Boateng,Bayern Munchen,DF,0,0.0,0.0,0.0,0.0
14726,F Ribery,Bayern Munchen,MD,0,0.0,0.0,0.0,0.0
15085,S Wagner,Bayern Munchen,FW,0,0.0,0.0,0.0,0.0
14795,M Hummels,Bayern Munchen,DF,0,0.0,0.0,0.0,0.0
14727,A Robben,Bayern Munchen,MD,0,0.0,0.0,0.0,0.0
14817,R Lewandowski,Bayern Munchen,FW,0,0.0,0.0,0.0,0.0
134387,L Goretzka,Bayern Munchen,MD,0,0.0,0.0,0.0,0.0
14736,S Ulreich,Bayern Munchen,GK,0,0.0,0.0,0.0,0.0
3416,J Aginaga,Bayern Munchen,MD,0,0.0,0.0,0.0,0.0
3281,J Velasco,Bayern Munchen,DF,0,0.0,0.0,0.0,0.0
396887,C Fruchtl,Bayern Munchen,GK,0,0.0,0.0,0.0,0.0
231139,K Coman,Bayern Munchen,FW,0,0.0,0.0,0.0,0.0
134383,N Sule,Bayern Munchen,DF,0,0.0,0.0,0.0,0.0
14732,T Muller,Bayern Munchen,FW,0,0.0,0.0,0.0,0.0
3345,T Nascimento,Bayern Munchen,MD,0,0.0,0.0,0.0,0.0
209091,C Tolisso,Bayern Munchen,MD,0,0.0,0.0,0.0,0.0
223546,K Wriedt,Bayern Munchen,FW,0,0.0,0.0,0.0,0.0
15811,S Rudy,Bayern Munchen,MD,0,0.0,0.0,0.0,0.0
70096,J Rubio,Bayern Munchen,MD,0,0.0,0.0,0.0,0.0
7858,B Sagna,Benevento,DF,0,0.0,0.0,0.0,0.0
20609,A Costa,Benevento,DF,0,0.0,0.0,0.0,0.0
20632,C Puggioni,Benevento,GK,0,0.0,0.0,0.0,0.0
24269,M Coda,Benevento,FW,0,0.0,0.0,0.0,0.0
385655,J Billong,Benevento,DF,0,0.0,0.0,0.0,0.0
402017,B Gyamfi,Benevento,DF,0,0.0,0.0,0.0,0.0
21678,L Pinto,Benevento,MD,0,0.0,0.0,0.0,0.0
24838,G Letizia,Benevento,DF,0,0.0,0.0,0.0,0.0
21872,L Antei,Benevento,DF,0,0.0,0.0,0.0,0.0
22135,P Iemmello,Benevento,FW,0,0.0,0.0,0.0,0.0
22323,L Memushaj,Benevento,MD,0,0.0,0.0,0.0,0.0
85113,A Tosca,Benevento,DF,0,0.0,0.0,0.0,0.0
25601,C Diabate,Benevento,FW,0,0.0,0.0,0.0,0.0
8291,S Cordeiro,Benevento,MD,0,0.0,0.0,0.0,0.0
174,F Duricic,Benevento,MD,0,0.0,0.0,0.0,0.0
218971,A Lazaar,Benevento,DF,0,0.0,0.0,0.0,0.0
454457,E Brignola,Benevento,FW,0,0.0,0.0,0.0,0.0
70834,G Marques,Benevento,MD,0,0.0,0.0,0.0,0.0
564512,S Sanogo,Benevento,FW,0,0.0,0.0,0.0,0.0
22614,F Lucioni,Benevento,DF,0,0.0,0.0,0.0,0.0
284960,L Venuti,Benevento,DF,0,0.0,0.0,0.0,0.0
360778,L Sparandeo,Benevento,DF,0,0.0,0.0,0.0,0.0
256478,D Cataldi,Benevento,MD,0,0.0,0.0,0.0,0.0
22695,B Viola,Benevento,MD,0,0.0,0.0,0.0,0.0
21415,A Brignoli,Benevento,GK,0,0.0,0.0,0.0,0.0
21322,M D'Alessandro,Benevento,FW,0,0.0,0.0,0.0,0.0
461671,G Volpicelli,Benevento,MD,0,0.0,0.0,0.0,0.0
50007,B Djimsiti,Benevento,DF,0,0.0,0.0,0.0,0.0
239295,V Parigini,Benevento,FW,0,0.0,0.0,0.0,0.0
255670,C Lombardi,Benevento,FW,0,0.0,0.0,0.0,0.0
21578,G Chiara,Benevento,DF,0,0.0,0.0,0.0,0.0
299557,A Nagy,Bologna,MD,0,0.0,0.0,0.0,0.0
21373,S Romagnoli,Bologna,DF,0,0.0,0.0,0.0,0.0
149848,F Dovillabichus,Bologna,FW,0,0.0,0.0,0.0,0.0
259292,F Francesco,Bologna,FW,0,0.0,0.0,0.0,0.0
415687,J Aponza,Bologna,MD,0,0.0,0.0,0.0,0.0
125286,G Castro,Bologna,DF,0,0.0,0.0,0.0,0.0
361779,C Keita,Bologna,DF,0,0.0,0.0,0.0,0.0
149846,C Santos,Bologna,MD,0,0.0,0.0,0.0,0.0
90268,E Farfan,Bologna,MD,0,0.0,0.0,0.0,0.0
21123,S Verdi,Bologna,FW,0,0.0,0.0,0.0,0.0
373768,R Orsolini,Bologna,FW,0,0.0,0.0,0.0,0.0
232822,A Masina,Bologna,DF,0,0.0,0.0,0.0,0.0
20483,A Mirante,Bologna,GK,0,0.0,0.0,0.0,0.0
92908,V Torosidis,Bologna,DF,0,0.0,0.0,0.0,0.0
21169,B Dzemaili,Bologna,MD,0,0.0,0.0,0.0,0.0
21296,R Palacio,Bologna,FW,0,0.0,0.0,0.0,0.0
20526,L Crisetig,Bologna,MD,0,0.0,0.0,0.0,0.0
190168,A Santurro,Bologna,GK,0,0.0,0.0,0.0,0.0
20529,A Poli,Bologna,MD,0,0.0,0.0,0.0,0.0
82266,L Krejci,Bologna,FW,0,0.0,0.0,0.0,0.0
20707,S Maio,Bologna,DF,0,0.0,0.0,0.0,0.0
20796,M Destro,Bologna,FW,0,0.0,0.0,0.0,0.0
50805,F Helander,Bologna,DF,0,0.0,0.0,0.0,0.0
295273,G Donsah,Bologna,MD,0,0.0,0.0,0.0,0.0
403272,O Okwonkwo,Bologna,FW,0,0.0,0.0,0.0,0.0
20604,A Junior,Bologna,GK,0,0.0,0.0,0.0,0.0
22377,I M'baye,Bologna,DF,0,0.0,0.0,0.0,0.0
480145,A Tchouameni,Bordeaux,MD,0,0.0,0.0,0.0,0.0
99633,I Lewczuk,Bordeaux,DF,0,0.0,0.0,0.0,0.0
26945,M Poundje,Bordeaux,DF,0,0.0,0.0,0.0,0.0
295569,O Santos,Bordeaux,MD,0,0.0,0.0,0.0,0.0
229078,J Prior,Bordeaux,GK,0,0.0,0.0,0.0,0.0
499295,T Carrique,Bordeaux,DF,0,0.0,0.0,0.0,0.0
